fid,Species,plant_id,plot_id,aggplot_id,site,mean-HEIGHTS06-05-2024,HEIGHTS06-05-2024,mean-HEIGHTS08-30-2024,HEIGHTS08-30-2024,mean-HEIGHTS07-31-2024,HEIGHTS07-31-2024,mean-HEIGHTS08-09-2022,HEIGHTS08-09-2022,mean-HEIGHTS07-18-2024,HEIGHTS07-18-2024,mean-HEIGHTS06-05-2023,HEIGHTS06-05-2023,mean-HEIGHTS06-10-2022,HEIGHTS06-10-2022,mean-HEIGHTS09-09-2022,HEIGHTS09-09-2022,mean-HEIGHTS07-16-2024,HEIGHTS07-16-2024,mean-HEIGHTS08-29-2022,HEIGHTS08-29-2022,mean-HEIGHTS07-27-2023,HEIGHTS07-27-2023,mean-HEIGHTS07-19-2022,HEIGHTS07-19-2022,mean-HEIGHTS11-17-2023,HEIGHTS11-17-2023,mean-HEIGHTS07-08-2022,HEIGHTS07-08-2022,mean-HEIGHTS05-11-2023,HEIGHTS05-11-2023,mean-HEIGHTS07-06-2023,HEIGHTS07-06-2023,mean-HEIGHTS09-26-2022,HEIGHTS09-26-2022,mean-HEIGHTS09-26-2023,HEIGHTS09-26-2023,mean-HEIGHTS07-11-2024,HEIGHTS07-11-2024,mean-HEIGHTS06-21-2023,HEIGHTS06-21-2023,mean-HEIGHTS06-25-2024,HEIGHTS06-25-2024,mean-HEIGHTS05-03-2023,HEIGHTS05-03-2023,mean-HEIGHTS07-26-2023,HEIGHTS07-26-2023,mean-HEIGHTS10-30-2023,HEIGHTS10-30-2023
110,Bluebunch Wheatgrass,23BCPS01097,1097,275,BlueCreek,,,0.023581035,0.028019125,0.039586153,0.040117886,,,0.015601089,0.014373251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Bluebunch Wheatgrass,23BCPS01098,1098,275,BlueCreek,,,0.022568997,0.027070507,0.037776858,0.035070583,,,0.013875535,0.015405629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Bluebunch Wheatgrass,23BCPS01099,1099,275,BlueCreek,,,0.018780528,0.019147726,0.040415898,0.037640933,,,0.017651416,0.016569067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Bluebunch Wheatgrass,23BCPS01100,1100,275,BlueCreek,,,0.017592046,0.017799225,0.038752906,0.038303334,,,0.013591663,0.014008773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Bluebunch Wheatgrass,23BCPS00012,12,3,BlueCreek,,,0.020932946,0.022015505,0.036751177,0.03710486,,,0.011883637,0.014607748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Bluebunch Wheatgrass,23BCPS00111,111,28,BlueCreek,,,0.017888045,0.017110091,0.038044553,0.036411937,,,0.01346318,0.012871484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Bluebunch Wheatgrass,23BCPS01101,1101,276,BlueCreek,,,0.012632439,0.013129028,0.03885258,0.036788251,,,0.018436821,0.018842367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Bluebunch Wheatgrass,23BCPS01102,1102,276,BlueCreek,,,0.021384075,0.021494178,0.041301485,0.044181675,,,0.018529935,0.018811088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Bluebunch Wheatgrass,23BCPS01103,1103,276,BlueCreek,,,0.026388898,0.028566239,0.038490776,0.043396764,,,0.016572934,0.017253965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Bluebunch Wheatgrass,23BCPS01104,1104,276,BlueCreek,,,0.022111317,0.023282468,0.037492234,0.039584547,,,0.016519457,0.017349822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Bluebunch Wheatgrass,23BCPS01105,1105,277,BlueCreek,,,0.025023105,0.025865013,0.03664067,0.037269637,,,0.020012343,0.022474308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Bluebunch Wheatgrass,23BCPS01106,1106,277,BlueCreek,,,0.02752099,0.027943952,0.034222163,0.03345345,,,0.020176366,0.021566574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Bluebunch Wheatgrass,23BCPS01107,1107,277,BlueCreek,,,0.025625978,0.026875051,0.038603041,0.040758744,,,0.019209178,0.019809291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Bluebunch Wheatgrass,23BCPS01108,1108,277,BlueCreek,,,0.023585148,0.024726896,0.03631404,0.037685864,,,0.019488061,0.019394659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Bluebunch Wheatgrass,23BCPS01109,1109,278,BlueCreek,,,0.022435172,0.022132883,0.033513043,0.034656189,,,0.02021425,0.019910492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Bluebunch Wheatgrass,23BCPS01110,1110,278,BlueCreek,,,0.025158508,0.026008386,0.029731348,0.030286623,,,0.021817014,0.022514552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Bluebunch Wheatgrass,23BCPS00112,112,28,BlueCreek,,,0.017208086,0.018093886,0.037641276,0.037801109,,,0.016730405,0.017851319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Bluebunch Wheatgrass,23BCPS01111,1111,278,BlueCreek,,,0.021874603,0.0258194,0.033977963,0.036112197,,,0.020819331,0.024513368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Bluebunch Wheatgrass,23BCPS01112,1112,278,BlueCreek,,,0.028147714,0.029863806,0.033184305,0.033547301,,,0.020179357,0.020868668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Bluebunch Wheatgrass,23BCPS01113,1113,279,BlueCreek,,,0.021508085,0.019140925,0.032916285,0.029347681,,,0.01842835,0.019446872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Bluebunch Wheatgrass,23BCPS01114,1114,279,BlueCreek,,,0.024388187,0.028722318,0.036438201,0.033553079,,,0.023404287,0.024178492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Bluebunch Wheatgrass,23BCPS01115,1115,279,BlueCreek,,,0.023453636,0.025664642,0.03233055,0.031755798,,,0.018673746,0.020980513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Bluebunch Wheatgrass,23BCPS01116,1116,279,BlueCreek,,,0.015969796,0.017833626,0.03327271,0.032649659,,,0.016234292,0.017268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Bluebunch Wheatgrass,23BCPS01117,1117,280,BlueCreek,,,0.022235921,0.023081783,0.036401372,0.034871414,,,0.019496838,0.019405896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Bluebunch Wheatgrass,23BCPS01118,1118,280,BlueCreek,,,0.017281188,0.013979135,0.039529663,0.039183337,,,0.015805049,0.016036427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Bluebunch Wheatgrass,23BCPS01119,1119,280,BlueCreek,,,0.014231761,0.014471421,0.037049916,0.032322381,,,0.014329876,0.017842891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Bluebunch Wheatgrass,23BCPS01120,1120,280,BlueCreek,,,0.01954256,0.020535322,0.036464784,0.035101604,,,0.018885983,0.020023393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Bluebunch Wheatgrass,23BCPS00113,113,29,BlueCreek,,,0.019461909,0.018971311,0.044137597,0.041004468,,,0.003945096,0.003798851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Bluebunch Wheatgrass,23BCPS01121,1121,281,BlueCreek,,,0.007101799,0.005827904,0.043212201,0.041065946,,,0.004211803,0.005230523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Bluebunch Wheatgrass,23BCPS01122,1122,281,BlueCreek,,,0.007770658,0.009447919,0.047486126,0.048710182,,,0.001493675,0.00588247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Bluebunch Wheatgrass,23BCPS01123,1123,281,BlueCreek,,,0.010098245,0.0125476,0.048279133,0.050700292,,,0.008391326,0.008829753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Bluebunch Wheatgrass,23BCPS01124,1124,281,BlueCreek,,,0.007470235,0.008991758,0.047214635,0.046286773,,,0.008219401,0.008219401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Bluebunch Wheatgrass,23BCPS01125,1125,282,BlueCreek,,,0.010297985,0.009440453,0.040975165,0.042865396,,,0.002797727,0.001371433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Bluebunch Wheatgrass,23BCPS01126,1126,282,BlueCreek,,,0.014818163,0.019032199,0.0377483,0.039407812,,,0.007289628,0.007702136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Bluebunch Wheatgrass,23BCPS01127,1127,282,BlueCreek,,,0.023196576,0.028108926,0.040997352,0.041966982,,,0.011345947,0.010028873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Bluebunch Wheatgrass,23BCPS01128,1128,282,BlueCreek,,,0.018476086,0.019734604,0.039675161,0.039768826,,,0.008297166,0.009706631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Bluebunch Wheatgrass,23BCPS01129,1129,283,BlueCreek,,,0.015647165,0.013195531,0.036471587,0.034298521,,,0.012572148,0.015788518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Bluebunch Wheatgrass,23BCPS01130,1130,283,BlueCreek,,,0.007151912,0.002597544,0.032272015,0.028987484,,,0.008267789,0.008373093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Bluebunch Wheatgrass,23BCPS00114,114,29,BlueCreek,,,0.018388337,0.018491406,0.04659922,0.046788041,,,0.005772194,0.005629234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Bluebunch Wheatgrass,23BCPS01131,1131,283,BlueCreek,,,0.007732745,0.003006571,0.037288919,0.02974459,,,0.005259036,0.001185477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Bluebunch Wheatgrass,23BCPS01132,1132,283,BlueCreek,,,0.008948218,0.010569167,0.035176255,0.03185882,,,0.006588183,0.008046338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Bluebunch Wheatgrass,23BCPS01133,1133,284,BlueCreek,,,0.018432172,0.01796094,0.038729019,0.041088924,,,0.011713913,0.015287081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Bluebunch Wheatgrass,23BCPS01134,1134,284,BlueCreek,,,0.020781454,0.020838547,0.027098255,0.023263317,,,0.01251772,0.011834359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Bluebunch Wheatgrass,23BCPS01135,1135,284,BlueCreek,,,0.018513659,0.017815581,0.036763597,0.031531733,,,0.005431438,0.003440524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Bluebunch Wheatgrass,23BCPS01136,1136,284,BlueCreek,,,0.015297703,0.015538957,0.035606977,0.033881474,,,0.008513108,0.010646786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Bluebunch Wheatgrass,23BCPS01137,1137,285,BlueCreek,,,0.010022195,0.010956773,0.047606256,0.048753485,,,0.009928386,0.009928386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Bluebunch Wheatgrass,23BCPS01138,1138,285,BlueCreek,,,0.009131511,0.010372175,0.046526909,0.046928972,,,0.008157771,0.008570631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Bluebunch Wheatgrass,23BCPS01139,1139,285,BlueCreek,,,0.012129749,0.01223355,0.043627679,0.039161891,,,0.004566189,0.005856062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Bluebunch Wheatgrass,23BCPS01140,1140,285,BlueCreek,,,0.014221854,0.014184394,0.041246116,0.041575283,,,0.003367292,0.006605161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Bluebunch Wheatgrass,23BCPS00115,115,29,BlueCreek,,,0.009317918,0.009173803,0.049261048,0.049022954,,,0.00417964,0.001569873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Bluebunch Wheatgrass,23BCPS01141,1141,286,BlueCreek,,,0.011498718,0.007141956,0.04920271,0.051264908,,,0.009189579,0.00705782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Bluebunch Wheatgrass,23BCPS01142,1142,286,BlueCreek,,,0.012928858,0.01127223,0.052204635,0.052712966,,,0.007407348,0.008428381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Bluebunch Wheatgrass,23BCPS01143,1143,286,BlueCreek,,,0.013634751,0.013718366,0.048981048,0.046643939,,,0.004424532,0.005029907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Bluebunch Wheatgrass,23BCPS01144,1144,286,BlueCreek,,,0.012101332,0.012910653,0.049687725,0.047791783,,,0.006591797,0.006591797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Bluebunch Wheatgrass,23BCPS01145,1145,287,BlueCreek,,,0.025547531,0.027427211,0.035558652,0.033962555,,,0.018951466,0.023098445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Bluebunch Wheatgrass,23BCPS01146,1146,287,BlueCreek,,,0.03073122,0.030685453,0.033437781,0.029697046,,,0.021640602,0.02206964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Bluebunch Wheatgrass,23BCPS01147,1147,287,BlueCreek,,,0.031886585,0.032493286,0.030922344,0.024411239,,,0.018523553,0.024118392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Bluebunch Wheatgrass,23BCPS01148,1148,287,BlueCreek,,,0.025843836,0.025812183,0.031104172,0.030537197,,,0.016275857,0.017198784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Bluebunch Wheatgrass,23BCPS01149,1149,288,BlueCreek,,,0.019952336,0.01989498,0.04037182,0.040510114,,,0.011070163,0.009341631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Bluebunch Wheatgrass,23BCPS01150,1150,288,BlueCreek,,,0.018764684,0.021103369,0.039819296,0.041866146,,,0.01372642,0.016673876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Bluebunch Wheatgrass,23BCPS00116,116,29,BlueCreek,,,0.008200368,0.012898764,0.050556157,0.052907359,,,0.006668658,0.006795247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Bluebunch Wheatgrass,23BCPS01151,1151,288,BlueCreek,,,0.009828441,0.006270635,0.038390379,0.040507186,,,0.010003423,0.010273335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Bluebunch Wheatgrass,23BCPS01152,1152,288,BlueCreek,,,0.015245406,0.015335436,0.037124347,0.039449591,,,0.006312713,0.008351322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Bluebunch Wheatgrass,23BCPS01153,1153,289,BlueCreek,,,0.014116395,0.013819667,0.044462152,0.043157246,,,0.004679534,0.007058467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Bluebunch Wheatgrass,23BCPS01154,1154,289,BlueCreek,,,0.015012382,0.016508358,0.040922366,0.041390743,,,0.012305681,0.010518412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Bluebunch Wheatgrass,23BCPS01155,1155,289,BlueCreek,,,0.021420194,0.021235246,0.043492682,0.044082642,,,0.007772715,0.009909721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Bluebunch Wheatgrass,23BCPS01156,1156,289,BlueCreek,,,0.021374336,0.021016225,0.043439984,0.045724269,,,0.012422305,0.014607748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Bluebunch Wheatgrass,23BCPS01157,1157,290,BlueCreek,,,0.019738622,0.025789497,0.033885114,0.037302494,,,0.017435448,0.018040391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Bluebunch Wheatgrass,23BCPS01158,1158,290,BlueCreek,,,0.022779368,0.027776038,0.031242412,0.033152353,,,0.017214026,0.019143701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Bluebunch Wheatgrass,23BCPS01159,1159,290,BlueCreek,,,0.032793105,0.034144565,0.032745305,0.033114318,,,0.021929996,0.021378238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Bluebunch Wheatgrass,23BCPS01160,1160,290,BlueCreek,,,0.034288984,0.037634619,0.031635292,0.03143255,,,0.027127044,0.027107537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Bluebunch Wheatgrass,23BCPS00117,117,30,BlueCreek,,,0.01745249,0.01465371,0.044168659,0.047033098,,,0.015730383,0.014676585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Bluebunch Wheatgrass,23BCPS01161,1161,291,BlueCreek,,,0.014548367,0.014021048,0.032266743,0.023682507,,,0.012043409,0.009807744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Bluebunch Wheatgrass,23BCPS01162,1162,291,BlueCreek,,,0.020199766,0.021460611,0.034046881,0.030372167,,,0.010577112,0.012399881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Bluebunch Wheatgrass,23BCPS01163,1163,291,BlueCreek,,,0.017638233,0.019485187,0.032619711,0.031634834,,,0.008860989,0.007961225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Bluebunch Wheatgrass,23BCPS01164,1164,291,BlueCreek,,,0.014533024,0.015310871,0.02980404,0.029211871,,,0.014300512,0.015586139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Bluebunch Wheatgrass,23BCPS01165,1165,292,BlueCreek,,,0.014559357,0.01499563,0.041309889,0.040399484,,,0.007294519,0.007644802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Bluebunch Wheatgrass,23BCPS01166,1166,292,BlueCreek,,,0.018562477,0.020038759,0.042592641,0.042875916,,,0.012112693,0.010021869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Bluebunch Wheatgrass,23BCPS01167,1167,292,BlueCreek,,,0.020402666,0.021550426,0.04472271,0.04524675,,,0.010840967,0.013034354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Bluebunch Wheatgrass,23BCPS01168,1168,292,BlueCreek,,,0.025548419,0.025419664,0.036175493,0.03363983,,,0.018387198,0.01841229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Bluebunch Wheatgrass,23BCPS01169,1169,293,BlueCreek,,,0.006706108,0.005688489,0.044503771,0.045353536,,,0.009905887,0.00949312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Bluebunch Wheatgrass,23BCPS01170,1170,293,BlueCreek,,,0.006793969,0.007084479,0.039873019,0.037410468,,,0.003994468,0.003934139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Bluebunch Wheatgrass,23BCPS00118,118,30,BlueCreek,,,0.01848839,0.021545969,0.039075945,0.046588417,,,0.01577107,0.016126225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Bluebunch Wheatgrass,23BCPS01171,1171,293,BlueCreek,,,0.014950787,0.015416668,0.04613331,0.047507294,,,0.001147472,0.005265492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Bluebunch Wheatgrass,23BCPS01172,1172,293,BlueCreek,,,0.010550034,0.011039183,0.04585002,0.04513406,,,0.009632718,0.014444986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Bluebunch Wheatgrass,23BCPS01173,1173,294,BlueCreek,,,0.019996356,0.020661807,0.033410657,0.033314407,,,0.019572467,0.019010177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Bluebunch Wheatgrass,23BCPS01174,1174,294,BlueCreek,,,0.023329824,0.024029326,0.037205204,0.038458306,,,0.022444507,0.022843378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Bluebunch Wheatgrass,23BCPS01175,1175,294,BlueCreek,,,0.023873711,0.027599914,0.035638567,0.038552489,,,0.026096739,0.026221378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Bluebunch Wheatgrass,23BCPS01176,1176,294,BlueCreek,,,0.028074969,0.029063063,0.033912595,0.032351553,,,0.020842044,0.020529283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Bluebunch Wheatgrass,23BCPS01177,1177,295,BlueCreek,,,0.015578427,0.016173368,0.037659626,0.032376144,,,0.014974806,0.015129897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Bluebunch Wheatgrass,23BCPS01178,1178,295,BlueCreek,,,0.017127598,0.017782351,0.034680817,0.033578988,,,0.014889903,0.015107036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Bluebunch Wheatgrass,23BCPS01179,1179,295,BlueCreek,,,0.017885091,0.020653773,0.037340969,0.035543002,,,0.016814884,0.017244115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Bluebunch Wheatgrass,23BCPS01180,1180,295,BlueCreek,,,0.014676004,0.015141641,0.038255744,0.04010547,,,0.017881552,0.019118708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Bluebunch Wheatgrass,23BCPS00119,119,30,BlueCreek,,,0.02166377,0.022227636,0.044786606,0.049379107,,,0.017597385,0.017506994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Bluebunch Wheatgrass,23BCPS01181,1181,296,BlueCreek,,,0.025224268,0.02690573,0.041117735,0.039827276,,,0.022389697,0.023849554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Bluebunch Wheatgrass,23BCPS01182,1182,296,BlueCreek,,,0.025909634,0.027587883,0.040131904,0.041814532,,,0.018939456,0.019366885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Bluebunch Wheatgrass,23BCPS01183,1183,296,BlueCreek,,,0.022807997,0.022697944,0.03861551,0.0409927,,,0.02180839,0.024059467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Bluebunch Wheatgrass,23BCPS01184,1184,296,BlueCreek,,,0.021294467,0.021684004,0.042971719,0.04349494,,,0.01763591,0.01761377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Bluebunch Wheatgrass,23BCPS01185,1185,297,BlueCreek,,,0.022166423,0.020575698,0.03616922,0.034587212,,,0.018943526,0.017730722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Bluebunch Wheatgrass,23BCPS01186,1186,297,BlueCreek,,,0.021688059,0.020909226,0.03435659,0.031682976,,,0.018055532,0.01854137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Bluebunch Wheatgrass,23BCPS01187,1187,297,BlueCreek,,,0.020611346,0.021617902,0.032940265,0.031858921,,,0.019212343,0.019528301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Bluebunch Wheatgrass,23BCPS01188,1188,297,BlueCreek,,,0.01969004,0.020793458,0.039374579,0.039525434,,,0.019456472,0.018934142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Bluebunch Wheatgrass,23BCPS01189,1189,298,BlueCreek,,,0.021452924,0.022526996,0.036348794,0.033808745,,,0.020163085,0.023674168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Bluebunch Wheatgrass,23BCPS01190,1190,298,BlueCreek,,,0.020412873,0.0212944,0.041785795,0.039512526,,,0.022995507,0.024895865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Bluebunch Wheatgrass,23BCPS00120,120,30,BlueCreek,,,0.023365945,0.023636511,0.040534001,0.038376033,,,0.015401804,0.015359968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Bluebunch Wheatgrass,23BCPS01191,1191,298,BlueCreek,,,0.021051256,0.023113407,0.040069629,0.037746556,,,0.023040086,0.02747507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Bluebunch Wheatgrass,23BCPS01192,1192,298,BlueCreek,,,0.02453585,0.02390556,0.03636403,0.034680903,,,0.021307055,0.021460028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Bluebunch Wheatgrass,23BCPS01193,1193,299,BlueCreek,,,0.020866452,0.019318219,0.036934577,0.037311643,,,0.016913442,0.015784018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Bluebunch Wheatgrass,23BCPS01194,1194,299,BlueCreek,,,0.017588316,0.012536034,0.036462121,0.042239133,,,0.020612221,0.021803128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Bluebunch Wheatgrass,23BCPS01195,1195,299,BlueCreek,,,0.020757049,0.022122331,0.036354728,0.040729243,,,0.019837633,0.021985071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Bluebunch Wheatgrass,23BCPS01196,1196,299,BlueCreek,,,0.024092864,0.024812603,0.038291845,0.041190721,,,0.019356027,0.021080475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Bluebunch Wheatgrass,23BCPS01197,1197,300,BlueCreek,,,0.022804096,0.02292254,0.037206445,0.038715657,,,0.015102825,0.014356568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Bluebunch Wheatgrass,23BCPS01198,1198,300,BlueCreek,,,0.022513235,0.024425851,0.034565385,0.036416084,,,0.012053888,0.013150593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Bluebunch Wheatgrass,23BCPS01199,1199,300,BlueCreek,,,0.020548807,0.020471403,0.038550612,0.039932638,,,0.019720128,0.019807458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Bluebunch Wheatgrass,23BCPS01200,1200,300,BlueCreek,,,0.025825948,0.026959231,0.036407612,0.037379608,,,0.017750485,0.017717449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Bluebunch Wheatgrass,23BCPS00013,13,4,BlueCreek,,,0.013613128,0.014848438,0.039405156,0.036935363,,,0.012915781,0.013343929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
